Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 7757,477,High,Yes,High,Low,Strongly Agree,High,High,24,Low,High,Low,Agree,Low,78.125
Service_ID : 7758,911,Medium,No,Medium,High,Strongly Disagree,Medium,High,60,High,High,High,Neutral,Medium,75.0
Service_ID : 7759,496,High,No,Medium,Medium,Neutral,Low,High,77,Medium,Low,High,Agree,Low,71.875
Service_ID : 7760,580,High,No,Medium,Low,Strongly Disagree,Medium,High,75,High,High,High,Strongly Disagree,Medium,62.5
Service_ID : 7761,285,Medium,Yes,Low,High,Strongly Disagree,High,Medium,94,High,High,Medium,Disagree,Low,70.3125
Service_ID : 7762,726,Low,No,Medium,Low,Disagree,High,Medium,83,High,High,High,Strongly Disagree,Medium,62.5
Service_ID : 7763,399,Medium,Yes,Medium,Medium,Strongly Disagree,Medium,Medium,20,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 7764,977,Medium,Yes,High,Low,Strongly Disagree,Medium,Medium,46,Low,Medium,High,Disagree,High,54.6875
Service_ID : 7765,841,Low,Yes,Medium,High,Disagree,Low,Medium,82,Medium,Low,High,Agree,Low,71.875
Service_ID : 7766,812,Medium,Yes,Low,High,Neutral,Medium,High,63,Low,High,High,Disagree,Low,75.0
Service_ID : 7767,535,Low,Yes,Low,High,Disagree,Medium,High,20,Low,High,Low,Disagree,High,53.125
Service_ID : 7768,285,Medium,No,Low,High,Neutral,Medium,Low,89,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7769,37,Low,Yes,Medium,Low,Disagree,High,Medium,51,High,High,Low,Disagree,High,53.125
Service_ID : 7770,211,Medium,No,Medium,High,Neutral,Low,Medium,15,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 7771,55,Low,Yes,Low,Low,Agree,Low,Medium,1,Low,Low,Low,Disagree,High,37.5
Service_ID : 7772,156,Medium,No,Low,Medium,Strongly Disagree,Medium,High,65,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7773,725,Low,Yes,High,Medium,Strongly Agree,High,Low,12,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7774,377,Low,No,High,Medium,Strongly Disagree,Low,High,98,High,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7775,859,Medium,Yes,Medium,High,Disagree,High,Low,24,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 7776,130,Medium,Yes,High,High,Strongly Disagree,Medium,Medium,66,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 7777,49,High,No,High,Medium,Neutral,Low,Low,65,High,Low,Low,Agree,Low,62.5
Service_ID : 7778,843,Medium,Yes,High,High,Disagree,Low,Medium,13,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7779,290,Medium,No,Medium,Medium,Disagree,Low,Medium,55,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 7780,25,Low,No,Low,High,Strongly Agree,Medium,Low,69,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7781,363,Medium,No,Low,Medium,Neutral,Low,Medium,31,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7782,998,Medium,No,High,High,Strongly Disagree,Low,High,9,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 7783,580,High,No,Low,Medium,Agree,Low,Low,64,Low,Low,High,Neutral,Medium,59.375
Service_ID : 7784,77,High,Yes,Medium,Low,Agree,Medium,High,38,Low,High,Low,Agree,Low,78.125
Service_ID : 7785,775,Low,No,High,High,Disagree,Low,Medium,99,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7786,677,Low,Yes,Medium,Low,Strongly Disagree,High,Medium,55,High,High,High,Disagree,High,62.5
Service_ID : 7787,595,High,Yes,Low,High,Neutral,Low,High,28,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 7788,177,Low,Yes,High,Low,Agree,Medium,Medium,89,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 7789,9,High,No,Low,High,Agree,Low,High,65,High,Low,Low,Agree,Medium,56.25
Service_ID : 7790,723,High,Yes,Low,Low,Agree,High,Low,82,High,Low,High,Agree,Low,71.875
Service_ID : 7791,802,Low,No,High,Medium,Disagree,High,Low,95,High,Low,High,Neutral,Medium,59.375
Service_ID : 7792,371,High,No,High,Medium,Neutral,Low,Medium,83,High,Low,Medium,Agree,Low,67.1875
Service_ID : 7793,279,High,Yes,Medium,High,Disagree,Medium,Medium,4,High,Medium,Low,Strongly Agree,High,64.0625
Service_ID : 7794,108,High,Yes,Low,Medium,Agree,High,High,26,Medium,High,Low,Agree,Low,78.125
Service_ID : 7795,686,High,No,Medium,Medium,Agree,Medium,Low,91,High,Low,High,Agree,Low,71.875
Service_ID : 7796,282,Medium,No,Medium,Low,Neutral,High,High,36,High,High,Low,Neutral,Medium,65.625
Service_ID : 7797,844,Low,No,High,Medium,Strongly Disagree,Low,Medium,70,High,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7798,820,High,No,Low,Medium,Disagree,Medium,High,33,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7799,818,Medium,No,High,Low,Neutral,Low,Medium,71,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7800,304,Low,Yes,High,High,Strongly Agree,Medium,High,21,Low,High,Low,Agree,Low,78.125
Service_ID : 7801,454,Low,Yes,Low,High,Agree,Low,High,44,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 7802,982,Medium,No,High,High,Strongly Disagree,Low,High,97,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7803,854,Low,Yes,Medium,High,Neutral,High,Medium,47,High,High,High,Agree,Low,87.5
Service_ID : 7804,31,Medium,Yes,Low,High,Disagree,Medium,Medium,69,High,Medium,Low,Agree,Low,70.3125
Service_ID : 7805,165,High,No,Low,Medium,Neutral,High,Medium,79,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 7806,518,Medium,No,High,Low,Agree,Medium,Medium,15,High,Medium,Low,Agree,Medium,64.0625
Service_ID : 7807,709,High,Yes,High,Medium,Neutral,High,Medium,37,Medium,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 7808,775,High,Yes,High,Low,Agree,High,Low,91,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7809,328,High,No,High,High,Strongly Agree,Low,Low,18,High,Low,Low,Agree,Medium,56.25
Service_ID : 7810,727,Low,No,Medium,Medium,Disagree,Low,Medium,64,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7811,552,Low,No,High,Low,Agree,Low,Medium,15,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7812,983,High,No,Low,Medium,Strongly Disagree,High,High,33,Low,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 7813,864,High,No,Medium,Medium,Neutral,Low,High,81,High,Low,High,Agree,Low,71.875
Service_ID : 7814,658,High,No,Low,High,Agree,Low,Low,62,High,Low,High,Agree,Medium,65.625
Service_ID : 7815,347,Medium,No,Medium,Medium,Neutral,Medium,Medium,66,Medium,Medium,Medium,Neutral,Medium,62.5
Service_ID : 7816,707,Low,Yes,Medium,Medium,Agree,Low,Medium,60,High,Low,High,Agree,Low,71.875
Service_ID : 7817,437,Medium,Yes,Medium,Low,Strongly Disagree,Medium,Low,96,High,Low,High,Disagree,Low,59.375
Service_ID : 7818,827,Medium,Yes,High,High,Agree,High,Medium,41,Low,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 7819,827,Medium,No,Low,Low,Strongly Agree,Low,Medium,11,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7820,134,High,No,Low,Medium,Agree,High,Medium,39,Low,High,Low,Neutral,Medium,65.625
Service_ID : 7821,697,High,Yes,Low,High,Agree,Medium,Medium,38,Low,Medium,Medium,Agree,Low,75.0
Service_ID : 7822,829,Low,Yes,Low,Low,Strongly Disagree,Medium,Medium,26,Medium,Medium,Medium,Disagree,High,50.0
Service_ID : 7823,218,High,Yes,High,Medium,Strongly Disagree,High,Low,10,Medium,Low,Low,Agree,High,50.0
Service_ID : 7824,996,High,No,Low,Low,Neutral,High,Medium,31,High,High,Medium,Neutral,Very High,57.8125
Service_ID : 7825,102,High,Yes,High,Low,Strongly Disagree,Medium,High,33,Low,High,Low,Disagree,High,53.125
Service_ID : 7826,999,Low,Yes,Low,Medium,Neutral,Low,Low,35,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 7827,289,High,Yes,Medium,Medium,Strongly Agree,Low,Medium,100,High,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 7828,541,High,Yes,Medium,High,Strongly Agree,Low,Low,29,Medium,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 7829,46,Medium,Yes,Medium,High,Strongly Disagree,Low,Medium,24,High,Low,Low,Agree,High,50.0
Service_ID : 7830,841,Medium,No,Medium,Low,Neutral,Medium,High,21,Low,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 7831,419,Medium,No,High,Medium,Strongly Disagree,Medium,Low,34,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7832,552,Medium,Yes,Medium,Medium,Strongly Disagree,Medium,Medium,44,High,Medium,Medium,Agree,Low,75.0
Service_ID : 7833,46,High,Yes,Medium,Medium,Strongly Disagree,Medium,Medium,26,High,Medium,Low,Agree,High,57.8125
Service_ID : 7834,510,Medium,Yes,High,Low,Strongly Agree,Medium,Low,20,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7835,345,Low,Yes,Low,Low,Neutral,Low,High,10,Low,Low,Low,Disagree,High,37.5
Service_ID : 7836,733,High,No,High,Medium,Agree,High,Medium,26,High,High,Medium,Agree,Medium,76.5625
Service_ID : 7837,669,High,Yes,High,High,Strongly Agree,Medium,Low,26,Medium,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 7838,319,High,No,Low,High,Disagree,High,Medium,17,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7839,567,High,No,Low,High,Strongly Disagree,Medium,High,4,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7840,640,Medium,Yes,Low,Low,Strongly Agree,Low,High,23,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7841,629,High,No,Medium,Medium,Neutral,Medium,High,91,Medium,High,High,Agree,Low,87.5
Service_ID : 7842,36,High,No,High,Low,Strongly Disagree,Low,High,21,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7843,622,Medium,No,High,High,Strongly Agree,Low,Medium,14,Low,Low,Low,Agree,Medium,56.25
Service_ID : 7844,282,Medium,Yes,Low,High,Strongly Agree,Medium,Low,35,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7845,376,Low,No,Medium,High,Disagree,Medium,Medium,87,Low,Medium,Medium,Strongly Disagree,Medium,50.0
Service_ID : 7846,688,Medium,No,Medium,Medium,Disagree,Low,Low,18,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7847,445,High,Yes,Low,Low,Neutral,Low,Medium,73,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 7848,232,High,Yes,Medium,Low,Agree,Low,Low,51,Low,Low,Low,Agree,Low,62.5
Service_ID : 7849,513,Low,Yes,Medium,Medium,Disagree,Low,High,36,High,Low,Medium,Agree,High,54.6875
Service_ID : 7850,317,High,No,Medium,Medium,Strongly Agree,Medium,High,29,High,High,Low,Agree,Medium,71.875
Service_ID : 7851,960,High,No,Low,Low,Disagree,Low,Low,25,High,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 7852,497,Low,No,Low,High,Agree,Low,Low,8,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7853,346,High,No,Medium,Low,Agree,Low,Low,53,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7854,833,Low,No,Medium,Low,Strongly Disagree,Medium,Low,23,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 7855,109,Low,Yes,Medium,Medium,Agree,High,High,79,Medium,High,Low,Agree,Low,78.125
Service_ID : 7856,864,Low,No,High,Medium,Disagree,High,Low,9,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 7857,646,Medium,No,Medium,Low,Agree,Low,High,59,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7858,726,High,Yes,Low,Low,Strongly Agree,High,Low,98,Low,Low,High,Disagree,Low,59.375
Service_ID : 7859,929,Low,Yes,Medium,Medium,Strongly Agree,Low,Medium,49,Low,Low,High,Disagree,Low,59.375
Service_ID : 7860,76,Low,No,High,Low,Neutral,Medium,Low,97,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7861,821,Low,Yes,Low,Low,Agree,High,Medium,66,Low,High,High,Disagree,High,62.5
Service_ID : 7862,253,Medium,No,High,Medium,Disagree,Medium,Low,28,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 7863,862,High,No,High,Medium,Strongly Disagree,Medium,Medium,18,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 7864,937,Medium,Yes,Medium,Low,Strongly Disagree,Low,High,55,Medium,Low,High,Disagree,High,46.875
Service_ID : 7865,158,High,No,Medium,Low,Strongly Agree,Low,Medium,18,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 7866,412,High,No,Low,Low,Disagree,Medium,High,40,Medium,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 7867,449,Medium,Yes,Medium,Medium,Strongly Agree,Medium,Medium,11,High,Medium,Low,Strongly Agree,Low,76.5625
Service_ID : 7868,724,Low,Yes,Low,High,Strongly Disagree,Medium,Low,72,Medium,Low,High,Disagree,High,46.875
Service_ID : 7869,348,High,No,High,Low,Disagree,Medium,High,37,High,High,Low,Neutral,Medium,65.625
Service_ID : 7870,809,Medium,No,Medium,Low,Disagree,Low,High,25,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 7871,159,High,Yes,Medium,Medium,Strongly Agree,Low,High,47,High,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 7872,497,Medium,Yes,Low,Medium,Disagree,Medium,High,48,High,High,Medium,Agree,Low,82.8125
Service_ID : 7873,336,Low,Yes,High,High,Disagree,Low,Low,66,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7874,866,Medium,Yes,High,Low,Strongly Disagree,Medium,Low,83,High,Low,High,Disagree,Low,59.375
Service_ID : 7875,663,Medium,Yes,High,Medium,Strongly Disagree,Medium,High,71,High,High,High,Agree,Low,87.5
Service_ID : 7876,254,High,No,Medium,Medium,Neutral,Medium,Medium,85,Medium,Medium,Medium,Agree,Low,75.0
Service_ID : 7877,490,Medium,No,Medium,Low,Neutral,Medium,Medium,58,Medium,Medium,Medium,Neutral,Medium,62.5
Service_ID : 7878,495,High,Yes,High,Low,Neutral,Low,Medium,6,High,Low,Low,Strongly Agree,High,56.25
Service_ID : 7879,746,Medium,Yes,High,Medium,Agree,Medium,High,22,Low,High,Medium,Agree,Low,82.8125
Service_ID : 7880,333,High,Yes,Medium,Low,Strongly Disagree,Low,Medium,44,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7881,461,Medium,Yes,Low,Low,Disagree,Medium,Medium,97,Medium,Medium,High,Disagree,Low,67.1875
Service_ID : 7882,399,Low,No,Medium,High,Neutral,High,Low,53,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7883,301,Medium,No,Low,Low,Disagree,Low,Medium,85,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7884,312,Low,Yes,High,High,Neutral,High,High,70,Medium,High,Medium,Agree,Low,82.8125
Service_ID : 7885,424,High,Yes,High,Medium,Agree,Low,High,89,High,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7886,560,Medium,No,High,Low,Disagree,Medium,Medium,63,High,Medium,Medium,Neutral,Medium,62.5
Service_ID : 7887,65,Low,No,Medium,Medium,Strongly Disagree,High,Medium,5,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7888,238,Low,Yes,Medium,Medium,Neutral,Low,High,93,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7889,631,Medium,No,High,Medium,Strongly Disagree,Medium,High,17,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 7890,639,High,No,High,Medium,Strongly Agree,Medium,Medium,92,High,Medium,High,Agree,Low,79.6875
Service_ID : 7891,340,Low,No,High,Medium,Strongly Disagree,Medium,Low,83,High,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7892,185,Low,No,Low,Medium,Strongly Agree,Low,Medium,73,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 7893,666,Medium,No,Low,Low,Agree,High,Medium,42,Medium,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7894,869,Medium,No,Medium,High,Neutral,Medium,High,57,High,High,High,Agree,Medium,81.25
Service_ID : 7895,279,Medium,No,High,High,Agree,Low,High,52,High,Low,Low,Agree,Low,62.5
Service_ID : 7896,54,Low,No,High,Low,Neutral,High,High,73,Low,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 7897,828,High,Yes,High,Medium,Disagree,Medium,Low,34,Medium,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 7898,490,Low,No,Medium,Low,Disagree,Low,Medium,71,High,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 7899,218,Medium,No,Low,High,Strongly Agree,Low,High,2,High,Low,Low,Agree,Very High,43.75
Service_ID : 7900,922,High,Yes,Medium,High,Disagree,Medium,Low,80,Low,Low,High,Agree,Very Low,78.125
Service_ID : 7901,497,Medium,No,Low,High,Neutral,Low,High,63,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7902,287,High,No,Low,Low,Disagree,High,Medium,8,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7903,225,Low,No,Medium,Low,Disagree,Medium,Low,41,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7904,905,Low,No,Low,Low,Strongly Agree,Medium,Medium,67,High,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 7905,243,High,Yes,Low,Medium,Agree,Low,High,28,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7906,146,High,No,High,Low,Strongly Disagree,High,Medium,12,High,High,Low,Neutral,Very High,53.125
Service_ID : 7907,620,Medium,Yes,Low,High,Strongly Disagree,Medium,High,96,Medium,High,High,Disagree,Low,75.0
Service_ID : 7908,507,Low,No,Low,High,Disagree,Medium,Low,91,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7909,182,Medium,Yes,Low,Medium,Strongly Disagree,Low,Medium,58,Low,Low,Low,Disagree,High,37.5
Service_ID : 7910,271,Low,No,Medium,Medium,Agree,Medium,Medium,1,High,Medium,Low,Neutral,Very High,45.3125
Service_ID : 7911,57,Low,No,Low,Low,Strongly Agree,Medium,Medium,74,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 7912,380,Low,No,High,Medium,Strongly Agree,Medium,Medium,52,Low,Medium,Medium,Neutral,Medium,62.5
Service_ID : 7913,285,High,Yes,High,Low,Disagree,Low,Low,84,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 7914,82,High,Yes,High,Medium,Disagree,Medium,High,95,Medium,High,Low,Strongly Agree,Very Low,90.625
Service_ID : 7915,182,Medium,Yes,Medium,Medium,Strongly Agree,Low,High,67,Low,Low,Low,Agree,Very Low,68.75
Service_ID : 7916,888,Medium,No,Low,Low,Disagree,Medium,High,69,High,High,High,Strongly Disagree,Very High,50.0
Service_ID : 7917,189,Medium,No,Medium,Medium,Agree,Low,Low,94,Low,Low,Medium,Neutral,Low,60.9375
Service_ID : 7918,285,High,Yes,High,Medium,Neutral,Medium,High,100,Low,High,Medium,Agree,Very Low,89.0625
Service_ID : 7919,130,High,No,High,Low,Disagree,Low,High,39,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7920,423,Low,No,Medium,Low,Neutral,High,Medium,64,High,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7921,625,Medium,No,Medium,Medium,Agree,Medium,Medium,38,High,Medium,Medium,Agree,Medium,68.75
Service_ID : 7922,524,Medium,No,Low,High,Agree,High,Low,31,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 7923,591,Low,Yes,Medium,Medium,Strongly Disagree,High,Low,79,Low,Low,High,Disagree,High,46.875
Service_ID : 7924,7,Low,Yes,High,Medium,Neutral,Low,Medium,85,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7925,82,Low,No,Low,Medium,Disagree,Medium,High,39,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7926,425,High,Yes,Low,Medium,Strongly Disagree,Low,Medium,49,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 7927,697,High,Yes,Medium,Medium,Strongly Disagree,High,High,50,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 7928,844,Low,Yes,Low,High,Strongly Agree,Medium,Medium,95,Low,Medium,High,Disagree,Low,67.1875
Service_ID : 7929,708,Medium,No,Medium,Medium,Strongly Agree,High,High,49,Medium,High,Medium,Agree,Medium,76.5625
Service_ID : 7930,84,High,Yes,Low,Low,Strongly Agree,Low,Low,24,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7931,191,Low,No,High,High,Neutral,High,Low,24,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 7932,482,Low,Yes,Low,Medium,Agree,High,High,66,High,High,Medium,Agree,Low,82.8125
Service_ID : 7933,18,Medium,No,Medium,Low,Strongly Disagree,Low,Low,61,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7934,80,Medium,Yes,Low,Medium,Neutral,High,High,87,Medium,High,Low,Agree,Low,78.125
Service_ID : 7935,59,Medium,Yes,Low,High,Strongly Agree,Low,Medium,75,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7936,181,High,No,High,High,Disagree,Medium,High,88,High,High,Low,Agree,Low,78.125
Service_ID : 7937,464,Medium,No,Low,Low,Strongly Disagree,High,Medium,17,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7938,665,Low,No,Low,High,Strongly Agree,Low,Medium,32,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7939,773,Medium,No,High,Low,Strongly Disagree,Medium,Low,91,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7940,463,High,Yes,Medium,High,Agree,Low,Low,53,High,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 7941,885,Medium,Yes,Medium,Medium,Strongly Disagree,Low,Low,96,Low,Low,High,Disagree,Low,59.375
Service_ID : 7942,524,Medium,No,Medium,Low,Strongly Agree,High,Medium,81,High,High,High,Neutral,Medium,75.0
Service_ID : 7943,361,Low,No,Medium,High,Agree,Medium,Low,91,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7944,156,Low,Yes,Low,Low,Agree,High,Medium,24,Medium,High,Low,Disagree,High,53.125
Service_ID : 7945,806,Low,No,Medium,High,Disagree,Low,Low,48,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7946,444,Medium,Yes,Medium,Medium,Neutral,Low,High,25,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7947,742,Medium,No,Low,High,Neutral,Medium,Medium,62,Low,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 7948,352,Low,Yes,Low,Low,Strongly Agree,Low,Medium,93,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 7949,423,High,Yes,Low,Medium,Disagree,Medium,Low,11,High,Low,Low,Agree,High,50.0
Service_ID : 7950,287,Low,No,Medium,Medium,Strongly Agree,Medium,High,51,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 7951,354,Medium,Yes,Low,Low,Disagree,Medium,High,62,High,High,Medium,Disagree,High,57.8125
Service_ID : 7952,260,High,Yes,Low,High,Strongly Disagree,Low,Medium,72,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 7953,947,High,Yes,Medium,High,Agree,High,Low,77,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7954,204,Low,No,Medium,Low,Strongly Disagree,Medium,Medium,43,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 7955,73,Medium,Yes,Low,Low,Neutral,Medium,High,35,Low,High,Low,Disagree,High,53.125
